CustomerKey,Recency,Frequency,Monetary
14001,159,3,106.96000000000001
13833,57,3,106.96000000000001
12966,193,3,106.96000000000001
13153,336,3,106.96000000000001
14768,227,3,106.96000000000001
13416,310,3,106.96000000000001
12897,131,3,106.96000000000001
13463,62,3,106.96000000000001
13336,281,3,106.96000000000001
13388,315,3,106.96000000000001
14361,12,3,106.96000000000001
12757,286,3,106.96000000000001
23024,246,4,106.95
17289,73,5,106.95
23470,238,6,106.93
23020,13,6,106.93
21136,219,6,106.93
18054,96,6,106.93
14059,194,5,106.75
16679,289,5,106.56
16622,3,5,106.56
16634,84,5,106.56
14992,12,5,106.26
14692,9,4,106.25999999999999
17628,248,6,106.24
12943,7,5,105.95
12920,126,5,105.95
12044,44,5,105.95
16189,37,5,105.94000000000001
11194,37,6,105.75
11067,9,6,105.75
11195,84,6,105.75
17066,105,5,105.75
15681,205,5,105.56
13694,106,5,105.56
24899,328,5,105.45
11721,89,5,105.26
11982,104,5,105.26
14184,169,6,105.24000000000001
12746,76,6,105.24000000000001
13613,196,4,105.22
13197,65,8,105.19000000000001
13199,99,8,105.19
19567,236,3,104.96000000000001
14663,59,5,104.95
16680,89,5,104.86
20218,256,7,104.69
16771,115,5,104.55000000000001
15572,92,5,104.55000000000001
19101,95,7,104.42
11081,276,5,104.26
14034,36,5,104.24000000000001
17686,2,6,104.23
12055,7,8,104.19
12043,32,4,103.97
14552,54,3,103.97
14955,151,3,103.97
12310,84,4,103.96000000000001
29315,249,4,103.96000000000001
20530,259,4,103.96000000000001
12718,63,4,103.96000000000001
21456,252,4,103.96000000000001
21135,269,5,103.95
16171,249,5,103.86
16071,13,5,103.55000000000001
16097,181,5,103.55000000000001
15864,98,5,103.55000000000001
21964,114,3,103.49000000000001
16597,318,3,103.49000000000001
15382,163,3,103.48
15273,283,3,103.48
27413,229,3,103.48
25054,175,3,103.48
18507,13,3,103.48
20103,255,3,103.48
14621,25,3,103.48
28287,266,3,103.48
15946,267,3,103.48
18384,339,3,103.48
23552,50,3,103.48
28855,183,4,103.46000000000001
19379,89,4,103.46000000000001
17076,19,4,103.46
15034,51,5,103.45
11962,151,4,102.97
12643,2,4,102.96000000000001
25223,293,4,102.96000000000001
29100,46,4,102.96000000000001
24911,167,4,102.96000000000001
27999,65,4,102.96000000000001
28879,185,4,102.96000000000001
12139,25,4,102.93
11102,36,5,102.91
15806,253,6,102.85
16640,1,4,102.57
16167,27,4,102.57
11173,21,3,102.49000000000001
11165,223,3,102.49000000000001
29079,351,3,102.48
12309,245,4,102.26
14332,137,6,102.25
16401,67,5,102.25
16506,3,6,102.03999999999999
11793,338,4,101.96000000000001
12610,120,5,101.95
26178,94,4,101.95
18506,103,5,101.94000000000001
20927,65,5,101.94
15571,102,5,101.85000000000001
11517,144,5,101.76
16593,240,4,101.75999999999999
15216,282,6,101.74
16633,12,4,101.57000000000001
16608,53,4,101.57000000000001
14805,206,3,101.46000000000001
22882,141,4,101.45
16192,261,4,101.45
11814,128,5,101.26
13503,237,5,101.25
18391,284,3,100.96
18811,296,3,100.96
18449,194,5,100.94
19648,146,6,100.84
20212,30,6,100.74
14445,283,4,100.46000000000001
12983,317,4,100.46000000000001
13164,198,4,100.46000000000001
22176,193,4,100.46000000000001
13759,286,4,100.46
11670,118,4,100.27000000000001
11662,192,4,100.27000000000001
11703,59,4,100.27000000000001
11718,299,4,100.27
17282,6,5,100.25
17297,236,5,100.25
17063,289,5,100.25
11643,194,5,100.22
25200,20,3,100.09
24287,30,3,100.09
13498,148,3,100.09
25333,124,3,100.09
25330,16,3,100.09
24678,155,3,100.09
25329,307,3,100.09
24629,257,3,100.09
24657,48,3,100.09
28406,3,3,100.09
24974,128,3,100.09
21499,72,4,99.96000000000001
21296,7,4,99.96000000000001
21421,176,4,99.96000000000001
21936,135,4,99.96000000000001
21320,120,4,99.96000000000001
21706,144,4,99.96000000000001
12625,132,4,99.96000000000001
21719,75,4,99.96000000000001
21675,7,4,99.96
19104,5,5,99.94
18199,196,5,99.94
17327,54,5,99.94
14842,312,5,99.94
13390,15,5,99.94
15174,113,5,99.9
24765,100,4,99.57000000000001
24732,162,4,99.57000000000001
12426,70,4,99.47
21990,283,4,99.47
14060,82,3,99.47
21952,231,4,99.47
14309,71,3,99.47
21965,58,4,99.47
12424,142,4,99.47
13623,27,6,99.2
12372,179,7,99.03
21395,12,3,98.97
29341,129,3,98.97
11842,41,4,98.97
22475,279,4,98.96000000000001
21082,176,4,98.96000000000001
21549,316,4,98.96000000000001
24574,160,4,98.96000000000001
14749,304,4,98.96000000000001
15238,93,4,98.96000000000001
17130,315,4,98.96000000000001
13609,58,4,98.96000000000001
14932,155,4,98.96000000000001
15190,40,4,98.96000000000001
15160,1,4,98.96000000000001
22539,233,4,98.96000000000001
15758,3,4,98.96000000000001
15804,31,4,98.96000000000001
15798,218,4,98.96000000000001
25209,173,4,98.96000000000001
15206,86,4,98.96000000000001
16922,4,4,98.96000000000001
17016,332,4,98.96000000000001
16368,14,4,98.96000000000001
16236,111,4,98.96000000000001
12726,164,4,98.96000000000001
19208,189,4,98.96000000000001
17503,19,4,98.96000000000001
23971,38,4,98.96000000000001
15783,83,4,98.96000000000001
18256,112,4,98.96000000000001
14683,109,5,98.95
19796,9,6,98.94
17509,35,7,98.72
23357,274,3,98.47999999999999
19862,181,3,98.47999999999999
11198,335,4,98.47
19969,222,5,98.45
11268,59,5,98.25
11710,33,3,97.98
11687,207,3,97.98
19961,37,4,97.97
18326,10,4,97.96000000000001
29370,105,4,97.96000000000001
23091,51,4,97.96000000000001
16705,65,4,97.96000000000001
13586,27,4,97.96000000000001
29260,126,4,97.96000000000001
17631,302,4,97.96000000000001
18466,10,4,97.96
17250,14,4,97.96
16579,71,5,97.94999999999999
19220,8,8,97.62
16619,177,3,97.58
17316,47,5,97.45
12134,97,5,97.45
15147,161,5,97.45
15102,50,6,97.35
16321,15,5,97.25
16200,265,4,96.95
16188,11,4,96.95
27202,311,4,96.92
17052,209,4,96.92
26689,162,4,96.92
11458,6,7,96.89
15641,265,5,96.75
19574,248,6,96.74000000000001
18129,223,3,96.46000000000001
14395,89,3,96.46000000000001
15076,27,3,96.46000000000001
12888,93,3,96.46000000000001
12899,28,3,96.46000000000001
20478,247,3,96.46000000000001
14460,41,3,96.46000000000001
14249,229,3,96.46000000000001
13216,251,3,96.46000000000001
14252,25,3,96.46000000000001
15277,206,5,96.44
11819,7,4,96.27000000000001
11716,8,4,96.27000000000001
11806,103,4,96.27000000000001
11702,61,4,96.27
11674,149,4,96.27
12993,231,5,96.25
25201,85,4,96.07000000000001
25277,91,4,96.07000000000001
25172,209,4,96.07000000000001
24416,138,4,96.07000000000001
24438,7,4,96.07000000000001
24265,177,4,96.07000000000001
24985,130,4,96.07000000000001
24830,276,4,96.07000000000001
25153,104,4,96.07000000000001
24826,188,4,96.07000000000001
24622,236,4,96.07000000000001
24740,256,4,96.07000000000001
24408,48,4,96.07
17100,113,5,95.94
14704,344,5,95.94
14936,152,5,95.94
20280,122,5,95.94
16615,199,6,95.84
16247,176,8,95.82000000000001
12359,99,6,95.74
24823,6,4,95.57000000000001
25438,90,4,95.57000000000001
17287,124,4,95.26
19589,130,4,95.26
15709,296,3,94.98
21312,168,3,94.97
25662,121,3,94.97
21736,59,3,94.97
25663,154,3,94.97
19252,290,3,94.97
13040,6,3,94.97
16387,26,4,94.96000000000001
16933,30,4,94.96000000000001
16935,112,4,94.96000000000001
13330,126,6,94.95
13034,127,5,94.71000000000001
11771,174,3,94.48
26158,257,2,94.47999999999999
20383,80,2,94.47999999999999
28000,129,2,94.47999999999999
20025,65,2,94.47999999999999
18687,339,2,94.47999999999999
19742,85,2,94.47999999999999
19776,222,2,94.47999999999999
19980,7,2,94.47999999999999
13549,258,2,94.47999999999999
13510,346,2,94.47999999999999
19858,42,2,94.47999999999999
15112,337,2,94.47999999999999
15115,188,2,94.47999999999999
18921,169,2,94.47999999999999
18915,165,2,94.47999999999999
19635,49,2,94.47999999999999
19692,226,2,94.47999999999999
19767,99,2,94.47999999999999
19695,341,2,94.47999999999999
18823,222,2,94.47999999999999
18770,145,2,94.47999999999999
27562,3,2,94.47999999999999
18983,211,2,94.47999999999999
18984,297,2,94.47999999999999
28141,326,2,94.47999999999999
20288,66,2,94.47999999999999
28346,6,2,94.47999999999999
28332,221,2,94.47999999999999
27428,199,2,94.47999999999999
27436,59,2,94.47999999999999
20313,43,2,94.47999999999999
20272,112,2,94.47999999999999
13673,58,2,94.47999999999999
18837,223,2,94.47999999999999
19005,326,2,94.47999999999999
28976,245,2,94.47999999999999
18985,53,2,94.47999999999999
18195,48,3,94.47
18191,67,3,94.47
18270,187,3,94.47
18289,7,3,94.47
17322,9,3,94.47
22762,108,4,94.46000000000001
23000,8,4,94.46000000000001
22087,188,4,94.46000000000001
22757,7,4,94.46000000000001
23686,47,4,94.46000000000001
23705,59,4,94.46000000000001
23577,321,4,94.46000000000001
21735,18,4,94.46000000000001
19600,269,4,94.46000000000001
22122,276,4,94.46000000000001
22222,26,4,94.46
22191,242,4,94.46
22269,175,4,94.46
21252,333,5,94.45
15310,122,8,94.44
11308,7,4,94.26
18541,102,3,94.25999999999999
16012,206,3,94.25999999999999
12369,31,6,94.23
17300,224,4,94.22
17292,27,4,94.22
12334,6,5,94.21000000000001
11074,232,7,94.19
11714,245,3,93.98
12068,49,3,93.98
11704,181,3,93.98
11692,6,3,93.98
11680,5,3,93.98
11684,33,3,93.98
11828,270,3,93.98
24041,76,3,93.97
21690,271,3,93.97
21360,127,3,93.97
24128,174,3,93.97
22310,204,3,93.97
22560,266,3,93.97
21362,5,3,93.97
15814,96,3,93.97
15912,222,3,93.97
28932,33,3,93.97
14384,100,3,93.97
15835,39,3,93.97
17018,250,3,93.97
23387,219,4,93.96000000000001
11161,64,6,93.95
14684,12,6,93.53999999999999
23549,230,2,93.49
18014,283,2,93.49
17843,261,2,93.49
24225,163,2,93.49
23702,4,2,93.49
20604,136,2,93.49
17751,242,2,93.49
26046,102,3,93.47999999999999
15442,195,3,93.47999999999999
26550,164,3,93.47999999999999
15053,119,3,93.47999999999999
12565,101,4,93.46000000000001
23260,83,4,93.46000000000001
20542,152,4,93.46000000000001
21298,294,4,93.46000000000001
27229,326,4,93.46000000000001
20532,36,4,93.46000000000001
26266,236,4,93.46
27635,30,4,93.46
27603,192,4,93.46
26256,97,4,93.46
26260,239,4,93.46
26733,84,4,93.46
26216,183,3,92.97
16706,106,3,92.97
16700,203,3,92.97
27939,279,3,92.97
17068,11,3,92.97
17245,58,3,92.97
17252,108,3,92.97
17290,154,3,92.97
28381,122,4,92.96000000000001
23949,266,4,92.96000000000001
14658,70,6,92.82000000000001
21839,140,3,92.48
16195,237,3,92.47999999999999
19457,32,3,92.47999999999999
29216,1,3,92.47999999999999
12087,7,4,92.27000000000001
12101,222,4,92.27000000000001
12137,248,4,92.27000000000001
12065,288,4,92.27
11848,39,4,92.27
17881,6,5,92.25
17760,28,5,92.25
17338,11,9,92.16
25174,235,3,92.08
12432,80,3,91.97
18821,69,2,91.97
28304,313,3,91.97
16243,141,2,91.97
19920,329,4,91.96
14329,351,4,91.95
20232,215,4,91.95
22920,49,4,91.95
13151,41,4,91.95
22981,33,4,91.95
23200,222,4,91.95
21023,243,4,91.95
19001,163,4,91.95
14028,179,4,91.95
18686,163,4,91.95
21702,105,5,91.94
13124,14,4,91.92
12038,2,5,91.75
24776,328,3,91.58000000000001
24652,347,3,91.58000000000001
25165,29,3,91.58
24687,219,3,91.58
11667,26,3,91.28
11676,36,3,91.28
11649,266,3,91.28
19578,39,4,91.26
16704,186,4,91.26
17062,310,4,91.26
17234,38,4,91.26
26882,264,4,91.26
16710,18,4,91.25999999999999
11957,11,6,91.25000000000001
19571,99,4,90.95
22924,337,4,90.95
12924,74,4,90.95
16032,266,4,90.95
22100,159,4,90.95
15148,221,5,90.75
15231,7,5,90.75
15099,215,3,90.58000000000001
25103,163,3,90.58000000000001
16193,263,3,90.47
15779,238,3,90.47
14829,215,3,90.47
14466,93,3,90.47
14669,45,5,90.25
14237,156,5,90.25
17074,203,5,90.25
17284,165,5,90.25
13962,5,5,90.21000000000001
11466,146,7,90.19
12115,207,3,89.98
11985,12,3,89.98
12051,228,3,89.98
11855,125,3,89.98
15683,307,3,89.98
12425,58,3,89.98
11853,208,3,89.98
15963,286,3,89.97
27184,347,3,89.97
24721,117,3,89.97
22285,184,3,89.97
18083,198,3,89.97
24576,187,3,89.97
15011,189,3,89.97
18184,90,3,89.97
15487,313,3,89.97
15306,14,3,89.97
26348,340,3,89.97
15741,86,3,89.97
22264,218,3,89.97
17486,260,3,89.97
27844,210,3,89.97
29045,265,3,89.97
18975,222,3,89.97
13683,93,3,89.97
16982,351,3,89.97
16355,300,3,89.97
25569,219,3,89.97
13837,63,3,89.97
16843,79,3,89.97
23494,28,3,89.97
16018,344,3,89.97
16013,331,3,89.97
15894,284,3,89.97
19373,193,3,89.97
16099,46,3,89.97
22827,221,3,89.97
14691,134,3,89.97
14511,284,3,89.97
14571,146,3,89.97
15745,137,3,89.97
15672,21,3,89.97
14482,12,3,89.97
15759,299,3,89.97
15415,141,3,89.97
21254,337,3,89.97
23487,64,3,89.97
23485,15,3,89.97
21853,136,3,89.97
25328,196,3,89.97
25621,107,3,89.97
22144,185,3,89.97
22127,250,3,89.97
15883,285,4,89.95
15988,80,4,89.91000000000001
17786,245,4,89.46000000000001
21497,37,4,89.46000000000001
26473,162,4,89.46000000000001
26335,277,4,89.46000000000001
19585,1,4,89.46000000000001
26017,345,4,89.46000000000001
25904,43,4,89.46000000000001
26457,309,4,89.46000000000001
26071,267,4,89.46
26498,210,4,89.46
25957,214,4,89.46
26515,146,4,89.46
18927,150,4,89.25
13150,162,5,89.24000000000001
11648,134,2,88.99000000000001
11689,134,2,88.99000000000001
11706,102,2,88.99000000000001
11544,139,2,88.98
11594,150,2,88.98
24843,115,3,88.98
26775,22,3,88.98
26314,244,3,88.97999999999999
26036,71,3,88.97999999999999
29472,135,3,88.97999999999999
25317,179,3,88.97999999999999
27396,152,3,88.97999999999999
25807,16,3,88.97999999999999
26035,179,3,88.97999999999999
29443,202,3,88.97999999999999
28454,200,3,88.97
20796,214,3,88.97
26732,116,3,88.97
26784,302,3,88.97
26793,57,3,88.97
18330,12,3,88.97
26783,13,3,88.97
26803,171,3,88.97
26871,139,3,88.97
26416,189,3,88.97
26175,303,3,88.97
27109,306,3,88.97
25668,145,3,88.97
27528,126,3,88.97
22708,126,3,88.97
27293,329,3,88.97
27435,250,3,88.97
23441,223,3,88.97
18719,10,3,88.97
23773,289,3,88.97
27620,114,3,88.97
20897,86,3,88.97
24013,246,3,88.97
29133,20,3,88.97
23950,116,3,88.97
24215,30,3,88.97
13023,15,4,88.96000000000001
15461,112,5,88.96000000000001
11973,310,5,88.96000000000001
12366,48,5,88.96000000000001
11098,90,4,88.96
28622,152,4,88.46
29246,106,4,88.46
15607,11,4,88.46
28075,52,4,88.42
16341,98,4,88.25
19520,307,3,87.97
14857,234,3,87.97
12554,88,3,87.97
11166,39,5,87.96000000000001
14679,7,4,87.96000000000001
16358,111,6,87.95
17810,232,6,87.94
18306,175,3,87.77
14723,208,5,87.57000000000001
11822,141,3,87.28
12057,191,3,87.28
12062,8,3,87.28
11801,15,3,87.28
11840,255,3,87.28
12182,84,6,87.25
18717,71,4,87.21
16697,101,3,87.08
13757,161,3,86.96000000000001
12527,28,3,86.96000000000001
18871,329,3,86.96000000000001
14135,271,3,86.96000000000001
18755,293,3,86.96000000000001
18883,76,3,86.96000000000001
19554,112,4,86.95
13262,111,5,86.95
17852,281,4,86.95
16556,207,4,86.95
25207,252,4,86.95
13294,100,4,86.95
16934,85,4,86.95
17802,212,4,86.95
19946,274,4,86.95
26044,269,4,86.95
14887,282,4,86.95
15186,12,4,86.76
12293,95,4,86.76
12550,36,5,86.75
12259,209,5,86.75
14178,51,3,86.58000000000001
24767,136,3,86.58000000000001
24298,308,3,86.58000000000001
12491,165,3,86.58000000000001
24517,16,3,86.58000000000001
22842,211,4,86.46
25811,350,4,86.45
16117,54,4,86.45
17057,10,3,86.27000000000001
17239,4,3,86.27000000000001
17291,270,3,86.27
17061,183,3,86.27
17236,171,3,86.27
18727,23,3,86.27
17244,201,3,86.27
18720,21,3,86.27
12776,4,5,86.26
14213,64,4,86.26
19512,279,4,86.26
11367,50,4,86.26
14052,223,4,86.26
13127,105,4,86.26
14053,340,4,86.26
15126,78,4,86.26
12633,106,4,86.25999999999999
16601,59,4,86.25999999999999
12864,31,6,86.24000000000001
13534,43,6,86.24000000000001
18711,10,4,86.21000000000001
18261,134,3,85.96000000000001
18194,162,3,85.96000000000001
14870,351,4,85.95
15479,55,4,85.95
13162,182,2,85.48
13207,100,2,85.48
15074,5,2,85.48
14841,134,2,85.48
12908,314,2,85.48
21975,17,2,85.48
14844,91,2,85.48
14736,319,2,85.48
14409,197,2,85.48
23103,242,2,85.48
12529,5,2,85.48
14360,82,2,85.48
13940,159,2,85.48
13937,162,2,85.48
14114,1,2,85.48
14090,259,2,85.48
20479,94,2,85.48
14151,120,2,85.48
13891,252,2,85.48
14368,8,2,85.48
13928,34,2,85.48
13919,13,2,85.48
19059,8,2,85.48
13991,73,2,85.48
13322,250,2,85.48
13218,73,2,85.48
18128,274,2,85.48
22715,243,2,85.48
14352,188,2,85.48
14269,113,2,85.48
14257,148,2,85.48
14002,305,2,85.48
11293,305,5,85.22
11119,52,4,85.22
12070,19,2,84.99000000000001
12066,118,2,84.99000000000001
11858,186,2,84.99000000000001
12135,197,2,84.99000000000001
12063,62,2,84.99000000000001
11846,188,2,84.99000000000001
11851,40,2,84.99000000000001
11562,202,2,84.98
11430,301,2,84.98
12224,60,2,84.98
22192,204,3,84.97
17953,148,3,84.97
20938,11,3,84.97
23864,169,3,84.97
23067,228,3,84.97
22108,271,3,84.97
22102,100,3,84.97
19066,105,3,84.96000000000001
27657,47,4,84.96000000000001
13386,104,3,84.96000000000001
20605,264,4,84.96000000000001
27735,3,4,84.96000000000001
17323,30,3,84.96000000000001
18290,80,3,84.96000000000001
27563,200,4,84.96000000000001
18247,83,3,84.96000000000001
27561,322,4,84.96
27747,44,4,84.96
22038,344,5,84.95
16334,349,3,84.92
13753,1,3,84.92
14000,171,3,84.92
14241,167,3,84.92
18317,5,5,84.74
19223,15,6,84.64
28048,75,3,84.47
13042,84,3,84.47
28917,14,3,84.47
27677,176,3,84.47
22314,166,3,84.47
17492,208,3,84.47
12303,104,3,84.47
12503,111,4,84.46000000000001
27399,265,4,84.46000000000001
16038,35,4,84.25
17054,83,2,83.98
17253,4,2,83.98
17058,35,2,83.98
17235,179,2,83.98
17243,222,2,83.98
19579,61,2,83.98
17231,135,2,83.98
17230,146,2,83.98
12024,150,4,83.97
12708,77,4,83.97
11139,89,3,83.97
12955,8,4,83.97
12973,21,4,83.97
17281,101,3,83.97
15919,21,3,83.97
12091,134,4,83.97
12962,61,4,83.97
19606,297,4,83.97
26972,293,3,83.97
13138,169,3,83.97
16539,342,3,83.97
16508,144,3,83.97
12751,36,4,83.97
27388,277,3,83.97
28641,128,3,83.97
12471,304,4,83.97
27538,5,3,83.97
27326,181,3,83.97
16423,105,3,83.97
22697,314,3,83.97
19304,8,3,83.97
14231,173,3,83.97
23929,118,3,83.97
16182,26,3,83.97
11377,320,3,83.97
29418,23,3,83.97
17227,219,3,83.97
12098,34,4,83.97
12961,6,4,83.97
12582,73,3,83.97
15714,97,4,83.97
15930,130,4,83.97
27323,345,3,83.97
19925,190,3,83.97
13612,19,5,83.95
13665,8,5,83.95
13547,105,5,83.95
17723,101,6,83.94000000000001
18573,200,5,83.74
21732,92,4,83.47
27975,125,3,83.47
21816,197,3,83.47
17105,224,6,83.44
19973,130,6,83.44
12465,139,4,83.42
19332,307,3,82.97
19935,150,3,82.97
14517,86,3,82.97
19261,125,3,82.97
18029,141,3,82.97
20055,202,3,82.97
23771,246,5,82.95
26257,133,5,82.95
11887,201,4,82.93
12194,250,4,82.93
12148,15,4,82.93
12149,11,4,82.93
11876,112,4,82.93
11867,83,4,82.93
11878,33,4,82.93
12509,135,6,82.85000000000001
24812,225,2,82.59
23801,333,2,82.59
25183,214,2,82.59
24442,142,2,82.59
28059,175,4,82.47
18156,20,5,82.26
14061,290,4,82.26
18165,102,5,82.26
11948,100,4,82.26
13952,105,4,82.26
13956,85,4,82.26
14221,139,4,82.26
14222,31,4,82.25999999999999
14212,220,4,82.25999999999999
19572,210,5,82.25
11518,64,6,82.2
18925,116,7,82.18
14479,33,3,81.96000000000001
16256,132,3,81.96000000000001
16665,76,6,81.81
16625,195,6,81.81
16165,115,6,81.81
11436,209,4,81.76
12126,152,4,81.76
14254,196,3,81.46000000000001
14333,48,3,81.46000000000001
13291,234,3,81.46000000000001
14294,264,3,81.46000000000001
13244,96,3,81.46000000000001
12953,271,3,81.46000000000001
12946,119,3,81.46000000000001
14247,10,3,81.46000000000001
14388,231,3,81.46000000000001
17346,203,3,81.46000000000001
12938,329,3,81.46000000000001
13480,239,3,81.46000000000001
13422,243,3,81.46000000000001
13272,77,3,81.46000000000001
22978,15,3,81.46000000000001
13307,224,3,81.46000000000001
21308,36,3,81.46000000000001
21068,284,4,81.45
22985,105,4,81.45
15123,52,4,81.26
15125,41,4,81.26
14317,67,4,81.26
11182,12,5,81.26
11188,4,5,81.26
11169,112,5,81.26
11260,205,5,81.26
16739,80,4,81.26
11049,77,5,81.26
11012,91,5,81.26
14665,185,4,81.26
14677,19,4,81.26
11066,117,5,81.26
11229,2,5,81.26
15131,148,4,81.26
11256,90,5,81.26
15812,72,5,81.25
15599,16,6,81.24000000000001
17807,105,6,81.24
12035,245,6,81.24
13344,257,3,80.96000000000001
14687,128,3,80.96000000000001
14519,307,3,80.96000000000001
14835,219,3,80.96000000000001
25230,246,3,80.96000000000001
13437,318,3,80.96000000000001
14435,155,3,80.96000000000001
13312,176,3,80.96000000000001
17217,262,3,80.96000000000001
15010,22,3,80.96000000000001
13727,35,3,80.96000000000001
16227,349,3,80.96000000000001
20021,26,3,80.96000000000001
14258,3,3,80.96000000000001
17333,131,5,80.94
17324,79,5,80.94
15068,254,5,80.94
12875,33,5,80.94
25264,84,4,80.57000000000001
24886,199,3,80.47
22511,169,3,80.47
20602,279,3,80.47
20601,1,3,80.47
26832,1,3,80.47
12008,5,5,80.25
19525,13,5,80.21000000000001
22014,11,6,80.2
16168,291,6,80.11
25877,3,3,79.97
25869,148,3,79.97
15612,200,4,79.97
13642,244,3,79.97
11370,105,3,79.97
17757,55,3,79.97
19062,172,5,79.95
11125,195,7,79.69
25211,85,3,79.47
26780,104,3,79.47
18472,13,3,79.47
26424,317,3,79.47
25216,131,3,79.47
12319,42,3,79.47
17530,175,3,79.47
24279,9,3,79.47
13802,326,5,79.46000000000001
19100,19,3,79.26
16190,42,4,79.25
12336,29,2,78.98
28810,327,2,78.98
17993,345,2,78.98
14516,185,2,78.98
14699,192,2,78.98
19818,150,2,78.97999999999999
28608,63,2,78.97999999999999
18889,347,2,78.97999999999999
20352,273,2,78.97999999999999
27441,342,2,78.97999999999999
18952,8,2,78.97999999999999
18825,127,2,78.97999999999999
28359,191,2,78.97999999999999
20286,265,2,78.97999999999999
18820,190,2,78.97999999999999
18981,161,2,78.97999999999999
27358,262,2,78.97999999999999
20364,24,2,78.97999999999999
29012,83,2,78.97999999999999
20356,30,2,78.97999999999999
20359,221,2,78.97999999999999
20332,125,2,78.97999999999999
19019,270,2,78.97999999999999
20360,145,2,78.97999999999999
19011,185,2,78.97999999999999
28992,179,2,78.97999999999999
19881,291,2,78.97999999999999
18872,86,2,78.97999999999999
18797,4,2,78.97999999999999
20325,75,2,78.97999999999999
19136,256,2,78.97999999999999
27364,319,2,78.97999999999999
27369,239,2,78.97999999999999
28986,166,2,78.97999999999999
19009,9,2,78.97999999999999
19758,314,2,78.97999999999999
19759,230,2,78.97999999999999
19835,28,2,78.97999999999999
19876,197,2,78.97999999999999
27347,214,2,78.97999999999999
28996,151,2,78.97999999999999
26765,307,2,78.97999999999999
20739,310,2,78.97999999999999
20754,137,2,78.97999999999999
20355,104,2,78.97999999999999
27378,92,2,78.97999999999999
27384,222,2,78.97999999999999
28021,189,2,78.97999999999999
19861,216,2,78.97999999999999
28101,338,2,78.97999999999999
19887,27,2,78.97999999999999
18918,149,2,78.97999999999999
18913,101,2,78.97999999999999
26766,62,2,78.97999999999999
26756,114,2,78.97999999999999
27437,287,2,78.97999999999999
27519,45,2,78.97999999999999
26665,234,2,78.97999999999999
19886,277,2,78.97999999999999
19810,64,2,78.97999999999999
28743,99,2,78.97999999999999
20128,187,2,78.97999999999999
21241,249,2,78.97999999999999
20117,294,2,78.97999999999999
28725,263,2,78.97999999999999
27738,116,2,78.97999999999999
19799,100,2,78.97999999999999
18599,249,2,78.97999999999999
15111,7,2,78.97999999999999
28498,331,2,78.97999999999999
20020,102,2,78.97999999999999
20014,292,2,78.97999999999999
28514,262,2,78.97999999999999
18520,273,2,78.97999999999999
18517,120,2,78.97999999999999
26441,23,2,78.97999999999999
27148,198,2,78.97999999999999
19010,332,2,78.97999999999999
29323,154,2,78.97999999999999
20353,270,2,78.97999999999999
27520,241,2,78.97999999999999
26149,102,2,78.97999999999999
18890,181,2,78.97999999999999
19685,92,2,78.97999999999999
20114,228,2,78.97999999999999
20112,86,2,78.97999999999999
26968,120,2,78.97999999999999
19664,23,2,78.97999999999999
26156,150,2,78.97999999999999
26145,191,2,78.97999999999999
26141,341,2,78.97999999999999
19397,129,2,78.97999999999999
18659,248,2,78.97999999999999
20017,20,2,78.97999999999999
20027,73,2,78.97999999999999
18772,207,2,78.97999999999999
18787,119,2,78.97999999999999
19155,254,2,78.97999999999999
19152,282,2,78.97999999999999
28302,314,2,78.97999999999999
18835,350,2,78.97999999999999
22169,209,2,78.97999999999999
20743,76,2,78.97999999999999
19239,25,2,78.97999999999999
19230,24,2,78.97999999999999
18773,240,2,78.97999999999999
18833,36,2,78.97999999999999
26592,233,2,78.97999999999999
19754,85,2,78.97999999999999
19756,153,2,78.97999999999999
19707,226,2,78.97999999999999
19720,160,2,78.97999999999999
19741,90,2,78.97999999999999
19731,41,2,78.97999999999999
19713,347,2,78.97999999999999
20270,267,2,78.97999999999999
19684,297,2,78.97999999999999
19219,267,2,78.97999999999999
20342,99,2,78.97999999999999
18757,340,2,78.97999999999999
19711,10,2,78.97999999999999
19732,257,2,78.97999999999999
26147,23,2,78.97999999999999
18940,68,2,78.97999999999999
28542,330,2,78.97999999999999
18945,17,2,78.97999999999999
29197,63,2,78.97999999999999
18966,312,2,78.97999999999999
18575,91,2,78.97999999999999
18585,79,2,78.97999999999999
29104,69,2,78.97999999999999
18576,59,2,78.97999999999999
22063,7,2,78.97999999999999
19528,158,2,78.97999999999999
19654,199,2,78.97999999999999
22002,138,2,78.97999999999999
18683,221,2,78.97999999999999
18678,213,2,78.97999999999999
28668,297,2,78.97999999999999
21242,308,2,78.97999999999999
19637,144,2,78.97999999999999
19649,111,2,78.97999999999999
19669,204,2,78.97999999999999
20071,317,2,78.97999999999999
18688,151,2,78.97999999999999
26446,3,2,78.97999999999999
18689,220,2,78.97999999999999
21378,181,2,78.97999999999999
28636,19,3,78.97
17073,99,3,78.97
11138,15,4,78.97
14233,172,3,78.97
25326,192,3,78.97
19915,6,3,78.97
15263,2,4,78.96000000000001
20871,289,4,78.96000000000001
21536,118,4,78.96000000000001
20900,110,4,78.96000000000001
13539,77,4,78.96000000000001
23620,148,4,78.96000000000001
22979,69,4,78.96000000000001
15253,58,4,78.96000000000001
23625,89,4,78.96000000000001
21762,348,4,78.96000000000001
20137,39,4,78.96000000000001
19836,79,4,78.96000000000001
